day,positive,trust,joy,love,optimism,negative,pessimism,sadness,surprise,anger,anticipation,disgust,fear,size
2020-09-10,0.27898654085583985,0.06055725121404975,0.2521430696360767,0.22907089226646346,0.22927459725178778,0.7675084844231606,0.06856011576019228,0.14656281284987926,0.014766915817745033,0.7133192885667086,0.046509296633303165,0.6834742785431445,0.27405133517459035,4
2020-09-11,0.4395546689629555,0.040400594007223845,0.16654496639966965,0.009208979085087776,0.249794477596879,0.4703036695718765,0.021202989853918552,0.06114249676465988,0.07799435593187809,0.22130337543785572,0.507068857550621,0.2729376330971718,0.03914924059063197,2
2020-09-16,0.041392860313256584,0.012944996977845827,0.015836017516752083,0.0030964982385436692,0.025536203136046726,0.9689541260401408,0.13504362106323242,0.32966939608256024,0.03619763224075238,0.6737820903460184,0.15925517678260803,0.6946136305729548,0.349262701968352,3
2020-09-17,0.15488003082573415,0.022853759117424488,0.09052564688026905,0.005380757362581789,0.10137246809899807,0.7530693084001541,0.057881693448871376,0.2289497446268797,0.09207064704969525,0.5839664850383997,0.24112890996038913,0.6107407812029123,0.07048553358763457,10
2020-09-18,0.15185352973639965,0.024101184913888574,0.0771617931779474,0.00718476171605289,0.08710508681833744,0.6985732942819596,0.0745485614053905,0.17350291311740876,0.10891504939645529,0.4591737423092127,0.29785567093640564,0.4688258945941925,0.17278499649837614,10
2020-09-19,0.29372771792113783,0.02579579520970583,0.2324693940579891,0.011695956345647575,0.1390906473621726,0.6368264049291611,0.04148145094513893,0.1257457934319973,0.050519929453730586,0.4599556617438793,0.27035952284932135,0.49444363415241244,0.15033314600586892,5
2020-09-20,0.2907432833686471,0.03347028773277998,0.242069628322497,0.01891854242421687,0.14943459816277027,0.6738157425075769,0.08280628696084022,0.15860916441306472,0.07080687694251538,0.3941473176702857,0.2715697981417179,0.42501880833879113,0.2268901389092207,10
2020-09-21,0.3849012361696133,0.03708811340710291,0.2687038949045997,0.013373710385237176,0.20219690581926933,0.5689108383197051,0.050036922168846316,0.14801229952046505,0.13477269338014033,0.3401496916866073,0.37451154108230883,0.32340916919593626,0.13986677654947227,13
2020-09-22,0.2687715622173114,0.047320060918784955,0.14938651059161534,0.019764284857294777,0.2203280602327802,0.8082255853170698,0.18810091701082207,0.39626607087186794,0.11725945415144617,0.40957587804983964,0.21079611507329074,0.4201983789998022,0.18858402091163126,11
2020-09-23,0.4857132372756799,0.04698884719982743,0.44964895273248356,0.15463694518742463,0.2773030965278546,0.4644898809492588,0.02709104757135113,0.19794944285725555,0.05414579280962547,0.24089187011122704,0.20027018214265505,0.2812924875567357,0.02857367942730586,6
